interaction_id,lead_id,customer_id,advisor_id,channel,direction,interaction_at,duration_sec,notes
I0042550,L0009489,C002502,A0074,showroom_visit,outbound,2026-08-17T15:25:13,222,"Müşteri geri dönüş yaptı, P160 Dynamic SE yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042551,L8831733,C001864,A0074,phone,outbound,2025-10-28T11:23:14,678,"Mevcut aracını takasa vermek istiyor, BMW X2 için değerleme talep etti."
I0042552,L0009490,C001864,A0074,phone,inbound,2025-10-31T14:46:29,807,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042553,L0009490,C001864,A0074,whatsapp,outbound,2025-11-01T15:11:50,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042554,L0009490,C001864,A0074,email,inbound,2025-11-03T10:27:56,,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0042555,L0009491,C001286,A0034,phone,outbound,2026-06-03T14:29:22,55,"Müşteri aradı, BMW iX1 eDrive20 M Sport için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0042556,L0009491,C001286,A0034,phone,outbound,2026-06-24T18:18:05,850,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042557,L0009491,C001286,A0034,whatsapp,inbound,2026-06-27T14:34:14,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042558,L0009491,C001286,A0034,showroom_visit,inbound,2026-07-03T15:58:47,563,"3 kez arandı, ulaşılamadı. Kayıt kapatıldı."
I0042559,L0009492,C003136,A0054,phone,outbound,2025-06-10T15:59:03,379,"İlk temas. Müşteri BMW 2 Serisi Gran Coupe ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042560,L0009492,C003136,A0054,showroom_visit,outbound,2025-06-23T12:06:15,427,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042561,L0009492,C003136,A0054,whatsapp,outbound,2025-06-23T12:59:52,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0042562,L0009492,C003136,A0054,whatsapp,outbound,2025-06-24T14:34:22,,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042563,L0009492,C003136,A0054,phone,inbound,2025-06-25T15:21:40,684,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042564,L0009492,C003136,A0054,phone,outbound,2025-06-26T13:25:31,91,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0042565,L0009493,C002942,A0133,phone,outbound,2026-05-08T11:29:56,73,"İlk temas. Müşteri BMW X5 ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042566,L0009493,C002942,A0133,whatsapp,inbound,2026-05-11T16:19:38,,"Müşteri geri dönüş yaptı, xDrive50e M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042567,L0009493,C002942,A0133,phone,inbound,2026-05-21T14:22:42,754,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042568,L0009493,C002942,A0133,whatsapp,outbound,2026-05-27T16:01:01,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042569,L0009493,C002942,A0133,whatsapp,outbound,2026-05-29T13:54:39,,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0042570,L0009494,C002192,A0014,showroom_visit,outbound,2025-08-16T14:57:11,810,"Müşteri BMW 2 Serisi Gran Coupe ile ilgileniyor, 218i M Sport donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0042571,L0009494,C002192,A0014,whatsapp,outbound,2025-08-18T13:11:52,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042572,L0009494,C002192,A0014,phone,inbound,2025-08-26T11:07:13,541,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042573,L0009494,C002192,A0014,email,inbound,2025-08-28T12:17:11,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042574,L0009494,C002192,A0014,whatsapp,outbound,2025-08-29T13:00:07,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042575,L0009494,C002192,A0014,whatsapp,outbound,08.09.2025 15:33:41,,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0042576,L0009495,C001695,A0014,phone,outbound,2026-08-05T17:13:40,897,MINI Aceman için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042577,L0009495,C001695,A0014,showroom_visit,inbound,2026-08-10T14:59:49,328,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042578,L0009495,C001695,A0014,whatsapp,outbound,2026-08-12T16:51:10,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042579,L0009495,C001695,A0014,phone,outbound,2026-08-20T17:02:13,39,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042580,L0009495,C001695,A0014,whatsapp,outbound,2026-08-22T15:51:57,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042581,L0009495,C001695,A0014,whatsapp,inbound,2026-08-24T12:53:25,,"Müşteri geri dönüş yaptı, E Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042582,L0009495,C001695,A0014,phone,inbound,2026-08-24T18:28:59,405,"Müşteri teklifi kabul etti, ödeme planı onaylandı. Plaka ve sigorta işlemleri başlatıldı."
I0042583,L0009496,C004552,A0083,email,outbound,2025-11-29T10:25:00,,BMW X5 için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042584,L0009496,C004552,A0083,whatsapp,inbound,2025-12-01T16:06:26,,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0042585,L0009496,C004552,A0083,email,outbound,2025-12-02T09:20:44,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042586,L0009496,C004552,A0083,sms,outbound,2025-12-05T09:22:22,,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042587,L0009496,C004552,A0083,phone,inbound,2025-12-05T16:40:34,678,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042588,L0009496,C004552,A0083,phone,inbound,2025-12-06T14:15:32,502,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042589,L0009497,C005740,A0033,whatsapp,outbound,2026-05-04T14:45:59,,Land Rover Defender için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042590,L0009497,C005740,A0033,phone,outbound,2026-05-20T11:27:41,590,
I0042591,L0009498,C003436,A0064,whatsapp,outbound,2026-07-01T15:12:20,,"Mevcut aracını takasa vermek istiyor, Land Rover Defender için değerleme talep etti."
I0042592,L0009498,C003436,A0064,phone,outbound,2026-07-07T18:52:57,598,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042593,L0009498,C003436,A0064,whatsapp,inbound,2026-07-11T10:21:49,,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0042594,L0009499,C004975,A0034,phone,outbound,2025-07-24T14:36:24,458,"Müşteri aradı, BMW X3 xDrive30e M Sport için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0042595,L0009499,C004975,A0034,whatsapp,outbound,2025-08-02T16:33:41,,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042596,L0009499,C004975,A0034,whatsapp,outbound,2025-08-09T15:01:36,,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0042597,L0009499,C004975,A0034,whatsapp,inbound,2025-08-09T17:59:00,,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042598,L0009499,C004975,A0034,showroom_visit,inbound,2025-08-18T12:43:38,543,"Showroom ziyareti. Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042599,L0009499,C004975,A0034,showroom_visit,outbound,2025-08-18T13:45:47,856,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042600,L0009499,C004975,A0034,phone,inbound,2025-08-23T15:04:25,79,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042601,L0009500,C001043,A0031,showroom_visit,outbound,2025-10-03T15:55:13,809,"Müşteri MINI Countryman ile ilgileniyor, E Favoured donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0042602,L0009500,C001043,A0031,whatsapp,outbound,2025-10-09T13:17:24,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042603,L0009500,C001043,A0031,phone,outbound,2025-10-10T14:49:51,659,"Müşteri geri dönüş yaptı, E Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042604,L0009500,C001043,A0031,phone,inbound,2025-10-10T18:59:16,489,"Rakip markadan araç almış, konuyu kapattık."
I0042605,L0009501,C005829,A0032,phone,outbound,2026-06-08T15:22:21,541,"Mevcut aracını takasa vermek istiyor, MINI Cooper için değerleme talep etti."
I0042606,L0009501,C005829,A0032,showroom_visit,inbound,2026-06-08T17:39:48,359,"Showroom ziyareti. Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042607,L0009501,C005829,A0032,showroom_visit,inbound,2026-06-13T14:26:12,797,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042608,L0009501,C005829,A0032,whatsapp,outbound,2026-06-19T16:27:07,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042609,L0009501,C005829,A0032,showroom_visit,inbound,2026-06-20T10:55:09,132,"Showroom ziyareti. Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042610,L0009501,C005829,A0032,whatsapp,inbound,2026-06-22T12:13:06,,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0042611,L0009502,C003669,A0131,email,outbound,2025-09-10T16:04:55,,"Ulaşıldı. BMW X3 için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042612,L0009502,C003669,A0131,phone,outbound,15.09.2025 13:48:59,192,"Müşteri geri dönüş yaptı, xDrive20d M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042613,L0009502,C003669,A0131,whatsapp,inbound,2025-09-25T15:00:31,,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042614,L0009503,C003307,A0093,showroom_visit,outbound,2025-05-21T15:01:30,123,MINI Cooper için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042615,L0009503,C003307,A0093,showroom_visit,outbound,2025-06-02T09:25:41,370,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042616,L0009503,C003307,A0093,whatsapp,outbound,2025-06-02T12:09:54,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042617,L0009503,C003307,A0093,sms,inbound,2025-06-12T15:58:12,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042618,L0009503,C003307,A0093,whatsapp,outbound,2025-06-14T14:58:26,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042619,L0009503,C003307,A0093,phone,outbound,2025-06-26T10:57:42,52,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042620,L0009503,C003307,A0093,phone,inbound,2025-07-01T10:10:48,349,"Kredi onayı çıkmadı, alım ertelendi."
I0042621,L0009504,C004195,A0102,phone,outbound,2025-12-03T12:12:27,712,"Cevap yok, sesli mesaj bırakıldı. BMW X3 ilgisi web formundan."
I0042622,L0009504,C004195,A0102,phone,inbound,2025-12-03T14:01:12,251,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042623,L0009504,C004195,A0102,showroom_visit,outbound,2025-12-03T18:44:50,71,"Showroom ziyareti. Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042624,L0009504,C004195,A0102,whatsapp,outbound,2025-12-04T13:08:00,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042625,L0009504,C004195,A0102,phone,inbound,2025-12-04T16:16:38,238,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042626,L0009504,C004195,A0102,phone,outbound,2025-12-05T09:56:20,586,"Mesajlara dönüş yapmıyor, kapatıldı."
I0042627,L0009505,C001168,A0021,phone,outbound,2026-02-24T10:33:01,59,"Ulaşıldı. BMW 1 Serisi için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042628,L0009505,C001168,A0021,phone,outbound,2026-02-24T16:16:28,422,"Başka bayiden daha iyi teklif almış, oradan aldı."
I0042629,L0009506,C003774,A0144,showroom_visit,outbound,2025-03-25T14:06:25,490,"Cevap yok, sesli mesaj bırakıldı. BMW X2 ilgisi web formundan."
I0042630,L0009506,C003774,A0144,whatsapp,outbound,2025-04-07T11:31:24,,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. BMW X2 sDrive20i M Sport."
I0042631,L0009507,C001298,A0084,showroom_visit,outbound,2025-08-04T18:49:30,573,"Müşteri aradı, Land Rover Range Rover Evoque P300e Dynamic HSE için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0042632,L0009507,C001298,A0084,showroom_visit,outbound,2025-08-27T12:59:10,137,"Showroom ziyareti. Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042633,L0009507,C001298,A0084,phone,outbound,2025-09-05T13:35:17,459,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042634,L0009507,C001298,A0084,phone,outbound,2025-09-06T13:26:36,893,
I0042635,L0009507,C001298,A0084,phone,inbound,2025-09-12T13:30:56,180,"Mesajlara dönüş yapmıyor, kapatıldı."
I0042636,L0009508,C004474,A0034,whatsapp,outbound,2026-08-03T17:48:29,,"Ulaşıldı. MINI Cooper için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042637,L0009508,C004474,A0034,whatsapp,outbound,2026-08-12T13:28:40,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042638,L0009508,C004474,A0034,whatsapp,inbound,2026-08-12T14:16:15,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042639,L0009508,C004474,A0034,sms,outbound,2026-08-14T09:39:46,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042640,L0009508,C004474,A0034,phone,inbound,2026-08-24T10:38:15,115,"Müşteri teklifi kabul etti, ödeme planı onaylandı. Plaka ve sigorta işlemleri başlatıldı."
I0042641,L0009509,C000086,A0022,whatsapp,outbound,2025-10-18T12:21:33,,"Ulaşıldı. BMW 5 Serisi için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042642,L0009509,C000086,A0022,email,outbound,2026-04-17T13:22:11,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042643,L0009509,C000086,A0022,whatsapp,inbound,2026-04-27T13:34:36,,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042644,L0009509,C000086,A0022,phone,outbound,2026-08-26T11:27:25,554,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042645,L0009509,C000086,A0022,whatsapp,inbound,2026-08-29T15:13:53,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042646,L0009510,C003256,A0022,phone,outbound,2025-07-17T12:52:33,44,"Mevcut aracını takasa vermek istiyor, MINI Cooper için değerleme talep etti."
I0042647,L0009510,C003256,A0022,phone,inbound,2025-07-19T13:34:09,423,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042648,L0009510,C003256,A0022,whatsapp,inbound,2025-07-23T11:52:34,,"Şirket aracı olarak alınacak, kurumsal filo fiyatı talep edildi. Filo ekibiyle görüşülecek."
I0042649,L0009510,C003256,A0022,showroom_visit,outbound,2025-07-24T13:55:10,667,"Showroom ziyareti. Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042650,L0009510,C003256,A0022,phone,outbound,2025-07-24T15:57:28,187,"Müşteri geri dönüş yaptı, S Favoured yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042651,L0009510,C003256,A0022,whatsapp,outbound,2025-07-28T15:16:44,,"Satış tamamlandı. Müşteri memnun, referans olabileceğini söyledi."
I0042652,L0009511,C000431,A0053,phone,outbound,2025-08-26T13:28:23,130,"Cevap yok, sesli mesaj bırakıldı. MINI Countryman ilgisi web formundan."
I0042653,L0009511,C000431,A0053,phone,outbound,2025-09-08T18:28:48,587,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042654,L0009511,C000431,A0053,whatsapp,outbound,2025-09-29T14:11:20,,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042655,L0009511,C000431,A0053,showroom_visit,outbound,2025-10-02T14:10:31,269,"Farklı bir segmente yöneldi, ihtiyaç değişti."
I0042656,L0009512,C002578,A0114,phone,outbound,2026-03-03T11:54:45,733,BMW iX3 için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042657,L0009512,C002578,A0114,email,inbound,2026-03-09T15:13:29,,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042658,L0009512,C002578,A0114,whatsapp,inbound,2026-03-10T12:09:52,,"Teklif iletildi, %5 iskonto ile. Müşteri eşiyle değerlendirecek."
I0042659,L0009512,C002578,A0114,whatsapp,inbound,2026-03-14T12:10:13,,"Kredi onayı çıkmadı, alım ertelendi."
I0042660,L0009513,C003539,A0073,phone,outbound,2026-02-23T12:37:05,109,"Mevcut aracını takasa vermek istiyor, BMW iX için değerleme talep etti."
I0042661,L0009513,C003539,A0073,whatsapp,outbound,2026-04-20T16:43:45,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042662,L0009513,C003539,A0073,phone,inbound,2026-07-01T11:50:27,293,"Müşteri acele etmiyor, yıl sonu kampanyalarını beklemek istiyor."
I0042663,L0009514,C002481,A0013,whatsapp,outbound,2025-12-02T18:40:25,,"Ulaşıldı. BMW iX1 için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042664,L0009514,C002481,A0013,sms,outbound,2025-12-06T12:09:31,,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042665,L0009514,C002481,A0013,sms,outbound,2025-12-10T12:50:07,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042666,L0009514,C002481,A0013,phone,inbound,2025-12-20T13:58:38,564,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042667,L0009514,C002481,A0013,showroom_visit,outbound,2025-12-24T14:52:51,46,"Satış tamamlandı. Müşteri memnun, referans olabileceğini söyledi."
I0042668,L0009515,C003255,A0011,phone,outbound,2025-12-22T10:43:48,219,"Müşteri aradı, MINI Countryman E Favoured için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0042669,L0009515,C003255,A0011,whatsapp,outbound,2025-12-29T15:50:54,,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. MINI Countryman E Favoured."
I0042670,L0009516,C000460,A0041,email,outbound,2026-03-11T13:18:08,,"İlk temas. Müşteri BMW iX1 ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042671,L0009516,C000460,A0041,whatsapp,outbound,2026-03-17T18:01:18,,"Müşteri geri dönüş yaptı, xDrive30 M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042672,L0009516,C000460,A0041,email,inbound,2026-03-19T11:14:24,,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042673,L0009516,C000460,A0041,email,outbound,2026-03-19T13:58:47,,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042674,L0009516,C000460,A0041,showroom_visit,inbound,2026-03-23T15:27:53,86,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042675,L0009517,C003219,A0061,phone,outbound,2025-12-22T16:56:05,334,Land Rover Defender için bilgi talebi. Stok durumu ve teslim süresi soruldu. Katalog paylaşıldı.
I0042676,L0009517,C003219,A0061,whatsapp,outbound,2025-12-31T17:51:20,,"Fiyatı yüksek buldu, bütçesini aşıyor. Şimdilik vazgeçti."
I0042677,L0009518,C003205,A0123,showroom_visit,outbound,2025-07-25T14:21:23,138,"Müşteri aradı, Land Rover Discovery Sport D200 Dynamic SE için kampanya var mı diye sordu. Güncel liste paylaşıldı."
I0042678,L0009518,C003205,A0123,sms,inbound,2025-08-13T17:27:52,,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042679,L0009519,C005823,A0041,phone,outbound,2026-08-24T11:49:40,437,"Cevap yok, sesli mesaj bırakıldı. BMW i5 ilgisi web formundan."
I0042680,L0009519,C005823,A0041,showroom_visit,inbound,2026-08-28T13:01:30,302,"Showroom ziyareti. Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0042681,L0009519,C005823,A0041,showroom_visit,inbound,2026-08-29T13:06:15,394,
I0042682,L0009520,C002022,A0041,phone,outbound,2026-01-08T15:39:48,705,"İlk temas. Müşteri MINI Countryman ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042683,L0009520,C002022,A0041,phone,outbound,2026-01-31T13:00:50,493,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042684,L0009520,C002022,A0041,phone,inbound,2026-02-06T11:31:40,894,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042685,L0009520,C002022,A0041,phone,outbound,2026-02-06T16:46:49,180,"Mesajlara dönüş yapmıyor, kapatıldı."
I0042686,L0009521,C002879,A0042,phone,outbound,2025-11-29T13:20:09,376,"İlk temas. Müşteri BMW i5 ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042687,L0009521,C002879,A0042,sms,outbound,2025-12-04T13:20:11,,"Stokta istediği renk yok, 6-8 hafta teslim süresi söylendi. Alternatif renk önerildi."
I0042688,L0009521,C002879,A0042,showroom_visit,outbound,2025-12-06T16:28:00,288,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042689,L0009522,C002290,A0071,phone,outbound,2026-04-06T12:40:15,821,"Mevcut aracını takasa vermek istiyor, Land Rover Discovery Sport için değerleme talep etti."
I0042690,L0009522,C002290,A0071,phone,outbound,2026-04-17T09:26:04,381,"Müşteri geri dönüş yaptı, D200 Dynamic SE yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042691,L0009522,C002290,A0071,whatsapp,inbound,2026-04-27T15:14:15,,"Mesajlara dönüş yapmıyor, kapatıldı."
I0042692,L0009523,C001397,A0042,email,outbound,2025-08-01T16:07:51,,"Ulaşıldı. BMW 5 Serisi için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042693,L0009523,C001397,A0042,whatsapp,outbound,2025-08-06T13:03:55,,
I0042694,L0009523,C001397,A0042,phone,inbound,2025-08-06T15:02:35,569,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0042695,L0009523,C001397,A0042,phone,outbound,2025-08-07T12:32:43,757,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042696,L0009523,C001397,A0042,whatsapp,outbound,2025-08-08T14:56:49,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
I0042697,L0009523,C001397,A0042,showroom_visit,outbound,2025-08-12T14:54:16,319,
I0042698,L0009524,C002744,A0113,whatsapp,outbound,2025-06-02T12:55:29,,"Cevap yok, sesli mesaj bırakıldı. BMW 1 Serisi ilgisi web formundan."
I0042699,L0009524,C002744,A0113,phone,outbound,2025-06-18T15:38:10,867,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042700,L0009524,C002744,A0113,sms,outbound,2025-06-21T15:02:39,,"Test sürüşü sonrası görüşüldü, araçtan memnun kaldı. Renk ve donanım netleşti."
I0042701,L0009524,C002744,A0113,showroom_visit,outbound,2025-06-23T12:38:49,844,"Müşteri teklifi rakip bayi ile karşılaştırıyor, daha iyi fiyat bekliyor."
I0042702,L0009524,C002744,A0113,whatsapp,inbound,2025-06-23T16:17:32,,"Sözleşme imzalandı, kapora alındı. Teslimat planlandı. BMW 1 Serisi 118i M Sport."
I0042703,L0009525,C003704,A0042,phone,outbound,2025-09-26T16:05:44,441,"Ulaşıldı. BMW X3 için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042704,L0009525,C003704,A0042,phone,outbound,2025-09-29T13:36:02,520,Finansman için evrak listesi gönderildi. 48 ay vade seçeneğini soruyor.
I0042705,L0009525,C003704,A0042,phone,inbound,2025-09-30T12:41:10,894,"Müşteri geri dönüş yaptı, xDrive20d M Sport yerine daha üst donanımı düşünüyor. Yeni fiyat çalışılacak."
I0042706,L0009525,C003704,A0042,phone,outbound,2025-10-06T13:37:08,352,"İstediği donanım/renk için teslim süresi uzun, beklemek istemedi."
I0042707,L0009526,C003475,A0064,showroom_visit,outbound,2025-05-12T13:26:34,125,"Ulaşıldı. MINI Cooper için showroom randevusu teklif edildi, uygun günü bildirecek."
I0042708,L0009526,C003475,A0064,showroom_visit,outbound,2025-06-02T11:56:13,702,"Alımı ileri bir tarihe erteledi, 6 ay sonra tekrar aranacak."
I0042709,L0009527,C003981,A0142,showroom_visit,outbound,2026-01-28T15:15:19,426,"Müşteri Land Rover Range Rover Evoque ile ilgileniyor, P160 Dynamic SE donanımı soruldu. Fiyat bilgisi verildi, düşünecek."
I0042710,L0009527,C003981,A0142,phone,outbound,2026-02-09T16:40:07,213,"Fiyat konusunda tereddütlü. Finansman seçenekleri anlatıldı, hesaplama gönderilecek."
I0042711,L0009527,C003981,A0142,phone,inbound,2026-02-12T12:35:58,397,"Test sürüşü için tekrar arandı, bu hafta zamanı yok. Haftaya tekrar aranacak."
I0042712,L0009527,C003981,A0142,whatsapp,outbound,2026-02-12T14:50:32,,"Randevu iptal edildi, iş seyahati. Ayın 15'inden sonra tekrar aranacak."
I0042713,L0009527,C003981,A0142,email,inbound,2026-02-12T15:44:47,,"İstediği donanım/renk için teslim süresi uzun, beklemek istemedi."
I0042714,L0009528,C003437,A0104,showroom_visit,outbound,2026-06-02T13:40:13,435,"İlk temas. Müşteri MINI Cooper ve rakip modelleri karşılaştırıyor, en geç ay sonuna karar verecek."
I0042715,L0009528,C003437,A0104,whatsapp,inbound,2026-06-03T12:10:57,,"Whatsapp üzerinden görsel ve fiyat listesi paylaşıldı. Okundu, cevap bekleniyor."
